TEMA,SUBTEMA,NUM_PERG,PERGUNTA,NOME_ARQUIVO_JS,CODIGO,LINK,TAG_GITHUB,END_TRANSFORMACOES,DESCRICAO,FREQ_DATA,TP_GRAFICO,TITULO
SAUDE,PANDEMIA,qt1,Como se deu o aumento no número de farmácias no período pandêmico em Salvador?,dados_farmacias.csv,Codigo_v00_gf.R,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?cnes/cnv/estabbr.def,(re)Conhecendo Salvador,https://github.com/cienciadedadosnaep/rs_dados_saude_pandemia,,mensal,padrão,Aumento da criação de farmácias em decorrência do COVID
SAUDE,PANDEMIA,qt2,Qual é o número de mortes por COVID em Salvador?,obitos_covid.csv,codigo_v01.R,http://www.saude.salvador.ba.gov.br/covid/indicadorescovid/,(re)Conhecendo Salvador,https://github.com/cienciadedadosnaep/rs_dados_saude_pandemia,,mensal,padrão,Número de óbitos por COVID (acumulativo)
